account_id,segment,plan,tenure_months,seats,mrr_usd,logins_last_90d,support_tickets_90d,days_since_last_login,nps_score,renewal_date,churned,cancellation_reason
ACC-10314,Enterprise,Premium,33,5,424.76,46,3,7,8,01/10/2026,0,
ACC-10315,Enterprise,BASIC,17,3,45.07,N/A,4,23,9,2027-01-05,1,price
ACC-10316,Enterprise,Standard,18,5,$183.17,29,0,0,4,21-May-2027,0,
ACC-10317,SMB ,Basic,10,2,$53.69,30,2,8,6,2026-11-08,0,
ACC-10318,SMB,Standard,9,29,262.62,9,2,30,5,Jan 2027,1,budget cut
ACC-10319,Mid-Market,Standard,41,3,$188.15,71,2,8,10,May 2027,0,
ACC-10320,Enterprise,Basic,32,8,$65.68,4,0,7,9,04/30/2027,0,
ACC-10321,SMB,Enterprise,40,20,1814.08,29,1,7,8,2026-11-06,0,
ACC-10322,SMB,Enterprise,59,3,"$1,128.14", ,1,28,,06/13/2027,0,
ACC-10323, Mid-Market,Standard,22,14,208.30,42,2,31,4,03/12/2026,0,
ACC-10324,Mid-Market,Premium,1,8,546.18,36,0,3,8,2026-04-17,0,
ACC-10325,smb,Standard,45,2,143.72,20,1,51,7,May 2026,0,
ACC-10326,SMB,Premium,6,6,537.28,12,2,7,8,12-May-2026,0,
ACC-10327,Enterprise ,Basic,39,22,74.60,11,0,11,6,2026-08-29,1,switched vendor
ACC-10328,SMB,Standard,28,5,196.93,23,1,0,10,26-Nov-2026,0,
ACC-10329,SMB,Premium,29,13,523.15,54,1,2,6,Jul 2026,0,
ACC-10330,Mid-Market,Premium,21,5,$395.87,34,2,7,10,Apr 2027,0,
ACC-10331,SMB,Premium,42,14,$603.59,57,2,26,8,2026-09-14,0,
ACC-10332,SMB,STANDARD,28,18,$235.59,70,0,39,-,Nov 2026,0,
ACC-10333,Mid-Market,Basic,16,11,66.44,39,0,11,6,Jun 2027,0,
ACC-10334,SMB,Premium,50,2,434.04,8,0,34,N/A,09-Mar-2026,1,missing feature
ACC-10335,SMB ,Premium,5,4,468.83,32,1,44,8,04/11/2026,0,
ACC-10336,Mid-Market,Premium ,28,13,$516.69,64,0,20,6,24-Mar-2026,0,
ACC-10337,Mid-Market,Premium,42,38,$683.10,47,1,5,3,10/22/2026,0,
ACC-10338,Mid-Market,Basic,24,3,48.76,7,0,11,10,10/30/2026,0,
ACC-10339,SMB,Basic,13,31,$94.66,16,1,8,9,2026-08-24,0,
ACC-10340,SMB,Standard,31,28,$256.63,28,1,4,5,2027-04-01,0,
ACC-10341,SMB,Basic,37,24,$86.68,23,1,3,n/a,20-Dec-2026,0,
ACC-10342,SMB,Basic,50,14,$56.44,26,1,26, ,12/07/2026,0,
ACC-10343,SMB,Standard,4,8,$209.06,41,1,6,2,05/09/2026,0,
ACC-10344,Enterprise,Premium,44,2,$361.90,16,4,75,10,01/28/2027,1,missing feature
ACC-10345,Mid-Market,Basic,38,31,85.60,26,1,0,2,Sep 2026,0,
ACC-10346,Mid-Market,Premium,2,4,501.33,0,0,6,5,22-Mar-2027,0,
ACC-10347,SMB,Basic,3,10,$60.14,13,0,4,,2027-03-12,0,
ACC-10348,SMB,Premium,1,14,$600.49,44,7,15,-,07/07/2026,0,
ACC-10349,Mid-Market,Standard,9,11,192.55,,0,9,null,10/14/2026,0,
ACC-10350,Enterprise,Basic,22,18,76.80,8,1,0,4,25-Oct-2026,0,
ACC-10351,Mid-Market,Standard,31,14,236.76,84,1,24,null,23-Apr-2026,0,
ACC-10352,SMB,Standard,14,6,181.73,42,0,35,7,01/27/2026,0,
ACC-10353,smb,Basic,41,3,$48.05,26,1,22,6,05/29/2027,1,missing feature
ACC-10354,Mid-Market,Basic,27,38,98.19,7,1,0,,May 2026,0,
ACC-10355,Mid-Market,Standard,36,18,239.48,0,0,18,5,2026-08-27,0,
ACC-10356,Mid-Market,Premium,19,55,"$1,026.11",38,3,2,3,01/04/2026,0,
ACC-10357,Mid-Market,Standard,11,4,$189.41,45,1,4,N/A,02/09/2026,0,
ACC-10358,Enterprise,Basic,28,6,$61.69,30,0,2, ,18-Feb-2027,0,
ACC-10359,SMB,Premium,31,6,393.40,68,3,2,4,04/19/2027,0,
ACC-10360,SMB,Standard,29,27,222.26,41,3,1,5,16-Aug-2026,0,
ACC-10361,mid-market,Standard,54,9,$206.69,22,2,41,6,2027-06-17,0,
ACC-10362,SMB,Premium ,3,8,$542.04,38,3,36,N/A,06/03/2026,0,
ACC-10363,SMB,Basic,19,14,58.56,20,2,10,5,2026-01-29,0,
ACC-10364,SMB,Basic,33,16,61.49,11,5,4,4,13-May-2027,1,price
ACC-10365,SMB,Premium,60,14,624.22,44,2,5,6,Oct 2026,0,
ACC-10366,SMB ,STANDARD,22,43,362.89,72,1,15,-,Nov 2026,0,
ACC-10367,Enterprise,Basic,36,7,$56.30,26,0,46,5,03/14/2026,1,switched vendor
ACC-10368,SMB,Standard,42,14,181.88,35,3,54,4,26-Jan-2026,0,
ACC-10369,SMB,Enterprise,14,14,"$1,695.77",76,2,35,3,2026-11-12,0,
ACC-10370,Mid-Market,Standard,37,7,171.53,57,4,31,6,2026-09-17,0,
ACC-10371,Mid-Market,Basic,11,3,$63.09,19,1,1,7,2026-03-05,1,switched vendor
ACC-10372,SMB,Premium,8,24,716.29,51,0,3,7,02/26/2026,0,
ACC-10373,SMB,Standard,22,5,$178.03,64,3,9,n/a,01/02/2027,0,
ACC-10374,SMB,Basic,30,2,49.80,4,0,6,n/a,2026-04-17,0,
ACC-10375,Mid-Market,Basic,51,10,57.12,0,1,16,-,17-Feb-2027,0,
ACC-10376,Enterprise,Basic,7,16,80.70,2,1,41,6,26-Apr-2027,1,
ACC-10377,Mid-Market,Basic,1,78,$150.80,13,3,47,6,29-Nov-2026,1,
ACC-10378, Enterprise,Enterprise,20,12,1474.68,25,1,30,9,07/13/2026,0,
ACC-10379,SMB,Premium,41,7,436.12,83,6,12, ,01/28/2027,0,
ACC-10380,SMB,Standard,2,18,200.39,22,3,23,6,08/20/2026,0,
ACC-10381, SMB,Basic,16,7,52.38,21,2,23,8,13-Nov-2026,0,
ACC-10382,SMB,Standard,43,15,229.19,22,0,21,2,03/20/2026,0,
ACC-10383,SMB,Basic,47,14,$74.11,15,0,1,4,2027-04-02,0,
ACC-10384,SMB,Standard,55,3,$165.08,66,0,6, ,03/22/2026,0,
ACC-10385,SMB,Basic,37,9,$53.46,16,0,23,-,2026-10-16,0,
ACC-10386,SMB,Premium,4,2,442.03,38,1,0,8,Mar 2026,0,
ACC-10387, Mid-Market,Premium,4,23,$648.55,67,1,30,8,Nov 2026,0,
ACC-10388, SMB,Standard,15,5,154.17,20,1,57,9,11/07/2026,1,
ACC-10389,Enterprise,Basic,39,15,$73.04,15,0,4,,2026-09-25,0,
ACC-10390,SMB,Basic,6,23,70.93,20,6,12,9,2026-02-15,0,
ACC-10391,Mid-Market,BASIC,43,10,59.59,21,0,35,N/A,Jun 2027,0,
ACC-10392,SMB,Premium,2,11,604.09,11,3,12,6,2026-09-13,0,
ACC-10393,Enterprise,Enterprise,18,3,"$1,339.33",34,0,4,10,16-Dec-2026,0,
ACC-10394,Mid-Market,Premium,22,12,446.30,39,8,28,4,17-Sep-2026,1,switched vendor
ACC-10395,SMB,Standard,11,12,187.42,6,0,15,3,2026-01-30,1,
ACC-10396,SMB,Standard,23,2,$166.18,36,0,10,9,26-Oct-2026,0,
ACC-10397,enterprise,PREMIUM,37,6,483.46,62,0,55,8,21-Mar-2027,0,
ACC-10398,Mid-Market,Premium,1,8,518.22,46,2,5,9,Feb 2026,0,
ACC-10399,Mid-Market,Basic,40,14,71.73,16,2,2,8,2027-04-24,0,
ACC-10400,SMB,Premium,44,12,492.86,43,3,42,4,Nov 2026,0,
ACC-10401,SMB,Standard,41,5,$189.46,36,2,10,7,2026-09-21,0,
ACC-10402,SMB,Premium,42,41,932.83,26,0,2,10,2027-04-10,0,
ACC-10403,SMB,Standard,3,10,174.28,69,4,15,6,Apr 2027,0,
ACC-10404,SMB,Basic,13,8,$54.06,10,0,32,N/A,2026-01-29,1,price
ACC-10405,SMB,Standard,19,5,$188.11,43,0,44,9,17-Feb-2026,0,
ACC-10406,Mid-Market,Standard,25,41,319.83,null,0,52,4,11/20/2026,0,
ACC-10407,Mid-Market,Basic,19,5,63.22,24,3,7,8,Jun 2026,0,
ACC-10408,Mid-Market,Basic,54,2,46.45,9,0,0,7,05/14/2026,0,
ACC-10409,SMB,Premium,29,3,419.88,44,3,1,7,Jan 2027,0,
ACC-10409,SMB,Premium,29,3,419.88,44,3,1,7,Jan 2027,0,
ACC-10410,Mid-Market,Enterprise,1,3,"$1,295.75",23,0,16,8,2027-02-11,0,
ACC-10411,Mid-Market,basic,30,5,$50.18,7,1,56, ,2026-03-20,1,
ACC-10412, SMB, Enterprise,56,14,1711.27,8,5,8,9,10/11/2026,0,
ACC-10413,MID-MARKET,Premium,17,10,449.14,38,2,2,4,2027-02-10,0,
ACC-10414,SMB,Standard,3,12,193.85,42,3,0, ,09/29/2026,0,
ACC-10415,Mid-Market,Premium,49,18,N/A,0,1,31,N/A,Apr 2027,0,
ACC-10416,Mid-Market, Premium,46,1,N/A,15,0,7,n/a,19-Oct-2026,1,
ACC-10417,Mid-Market,Premium,22,2,480.41,56,0,1,7,Apr 2026,0,
ACC-10418,SMB,Basic ,19,10,$59.37,23,0,8,,04-Jul-2026,0,
ACC-10419,SMB,Premium,20,28,$580.85,36,3,6,5,2026-02-07,0,
ACC-10420,SMB,Basic,41,9,$55.55,N/A,1,23,8,04/08/2027,1,switched vendor
ACC-10421,SMB,Standard,49,4,165.49,35,0,10,6,02/22/2027,0,
ACC-10422,Mid-Market,Standard,18,24,272.14,14,0,21,10,09/07/2026,0,
ACC-10423,Mid-Market,Basic,19,15,68.78,9,0,14,8,2027-01-01,0,
ACC-10424,SMB,Basic,33,3,$56.13,21,0,6,10,08/02/2026,0,
ACC-10425,SMB ,Standard,15,8,$160.33,27,0,6,4,05-Apr-2027,0,
ACC-10426,SMB,Standard,4,10,221.55,43,7,25,4,06/22/2026,0,
ACC-10427,Mid-Market,Standard,54,14,$236.63,42,0,7,10,11/20/2026,0,
ACC-10428,Mid-Market,Basic,54,15,$72.88,11,1,3,-,06-Feb-2026,1,price
ACC-10429,SMB,Basic,26,4,$62.67,27,2,10,8,2026-05-10,0,
ACC-10430,SMB,Standard,15,11,197.23,,1,9,6,Apr 2027,0,
ACC-10431,SMB,Standard,42,16,197.83,,1,16, ,05/12/2026,0,
ACC-10432,SMB,Enterprise,22,29,2290.66,7,1,4,8,Feb 2026,0,
ACC-10433,smb,Enterprise,5,9,"$1,693.88",34,0,27,5,Aug 2026,0,
ACC-10434,MID-MARKET,Basic,16,5,47.92,32,3,37,null,Nov 2026,1,switched vendor
ACC-10435,Mid-Market,Standard,17,24,222.76,68,1,9,8,16-Oct-2026,0,
ACC-10436,SMB,Premium,35,31,$708.26,38,7,31,1,12-Mar-2027,1,price
ACC-10437,SMB,Standard,23,10,174.32,8,1,30,null,17-Aug-2026,1,
ACC-10438,SMB,Standard,34,10,217.28,15,1,121,6,Jun 2027,1,budget cut
ACC-10439,Mid-Market,Standard,46,10,179.87,68,1,15,9,Dec 2026,0,
ACC-10440,SMB,Basic,51,5,$59.87,23,0,5,5,May 2026,0,
ACC-10441,SMB,Basic,31,8,$68.35,16,0,4,N/A,Mar 2027,1,budget cut
ACC-10442,Mid-Market,Premium,18,22,696.96,67,0,56,10,Jan 2027,0,
ACC-10443,SMB,Basic,26,14,73.95,,3,25,6,2026-12-16,0,
ACC-10444,SMB,Standard,46,10,$192.76,0,1,18,7,Mar 2027,0,
ACC-10445,SMB ,Standard,10,6,196.28,65,7,7,10,Apr 2026,0,
ACC-10446,Enterprise,Basic,18,16,$68.21,19,1,7, ,07/12/2026,0,
ACC-10447,Enterprise ,Premium,37,19,547.55,27,3,11,10,13-Nov-2026,0,
ACC-10448,SMB,Basic,7,2,60.40,21,6,0,9,12-May-2027,0,
ACC-10449,Enterprise,Premium,49,3,436.77,0,0,0,6,2026-12-10,1,missing feature
ACC-10450,SMB ,Standard,19,13,196.88,52,2,23,null,16-Mar-2026,0,
ACC-10451,SMB,Basic,25,7,68.66,14,0,16,10,Nov 2026,0,
ACC-10452,SMB,Standard,52,7,152.97,81,6,5,4,11/16/2026,0,
ACC-10453,SMB,Basic,35,8,63.98,N/A,1,0,,2027-05-19,0,
ACC-10454,SMB,Standard,29,36,291.43,69,2,30,6,20-Jan-2027,0,
ACC-10455,SMB,Standard,8,11,$219.51,41,0,7, ,01-May-2027,0,
ACC-10456,SMB,Standard,28,15,$218.85,52,1,4,9,01/30/2027,0,
ACC-10457,Enterprise ,Standard,17,12,$227.95,46,1,4,5,2027-03-21,0,
ACC-10458,SMB,Premium,8,2,465.96,58,1,2,10,Sep 2026,0,
ACC-10459,SMB,Standard,7,2,162.45,15,0,10,5,09/17/2026,0,
ACC-10460,Mid-Market,Standard,53,6,192.27,53,0,17,6,29-Nov-2026,0,
ACC-10461,SMB,Premium,1,7,488.91,34,3,129,10,2026-08-13,1,budget cut
ACC-10462,SMB,Enterprise,22,50,"$3,064.27", ,3,1,8,May 2027,0,
ACC-10463,Mid-Market,Premium,15,3,$399.71,32,6,3,6,2027-04-26,1,budget cut
ACC-10464,Mid-Market,Premium,13,9,469.44,46,0,33, ,04/09/2027,0,
ACC-10465,SMB,Standard,41,12,215.80,41,0,6,6,04/14/2026,0,
ACC-10466,smb,Premium,19,10,566.02,40,1,15,9,2026-08-30,0,
ACC-10467,SMB,Standard,31,4,165.64,46,3,0,10,07/25/2026,0,
ACC-10468,SMB,Standard,33,1,159.42,43,3,0,null,03/27/2027,0,
ACC-10469,SMB,Basic,33,5,$52.02,15,5,27,6,2027-03-18,0,
ACC-10470,Mid-Market,Standard,14,12,$213.18,35,1,23,10,18-Jan-2026,0,
ACC-10471,Mid-Market,Standard,17,34,265.81,97,0,23,10,Sep 2026,0,
ACC-10472,Enterprise,Basic,19,6,$55.85,12,3,33,-,Jan 2027,1,budget cut
ACC-10473,SMB,Basic,23,44,$106.93,11,0,7,7,2026-03-14,0,
ACC-10474,Enterprise,Standard,1,6,160.38,27,0,2,7,11-Nov-2026,0,
ACC-10475,Mid-Market,Standard,18,7,198.22,81,1,57,null,09-Sep-2026,0,
ACC-10476,SMB,Standard,1,1,172.48,46,0,11,10,14-Mar-2026,0,
ACC-10477,SMB,Standard,32,7,151.78,33,0,13,10,01/11/2026,0,
ACC-10478,SMB,Basic,26,25,$89.79,12,1,11,5,13-Apr-2027,1,price
ACC-10479,Mid-Market,Premium,28,2,$492.39,34,4,29,n/a,2027-02-01,0,
ACC-10480,SMB,Basic,7,4,$57.17,12,0,21,0,10-Jan-2027,1,budget cut
ACC-10481,SMB,Premium ,56,6,$499.58,15,2,9,10,Aug 2026,0,
ACC-10482,SMB,Basic,23,5,$50.03,6,0,13,10,2027-04-27,0,
ACC-10483,Mid-Market,Standard,25,11,$196.46,37,3,31,9,2027-06-20,0,
ACC-10484,SMB,Basic,1,4,52.02,29,0,8, ,Jul 2026,1,budget cut
ACC-10485,SMB,Standard,1,23,$232.57,0,0,12,null,06/01/2026,0,
ACC-10486,SMB,Enterprise,27,5,"$1,582.27",2,4,13,8,Jan 2027,0,
ACC-10487,SMB,Basic,15,13,$68.06,3,2,10,4,Jul 2026,1,budget cut
ACC-10488,SMB,Basic,32,9,70.90,21,6,21,8,02/19/2027,0,
ACC-10489,SMB,Standard,1,6,172.49,26,2,29,8,2026-11-09,1,price
ACC-10490,Mid-Market,Standard,19,14,$208.65,10,1,8,,Jun 2026,1,switched vendor
ACC-10491,SMB,Basic,14,11,$74.23,14,2,7,6,2027-03-16,0,
ACC-10492,SMB,Basic,15,6,66.36,24,0,60,6,2026-03-09,1,switched vendor
ACC-10493,SMB,Basic,32,2,$50.80,11,1,55,8,Mar 2026,1,switched vendor
ACC-10494,Mid-Market ,Premium ,53,2,$438.59,48,1,7,5,11/26/2026,0,
ACC-10495,SMB,basic,46,36,103.84,6,0,2,3,2026-02-14,1,missing feature
ACC-10496,Enterprise,Basic,21,10,54.37,N/A,5,6,null,Jan 2026,0,
ACC-10497,Mid-Market,Basic,8,5,47.20,10,0,1,10,10-Apr-2027,0,
ACC-10498,Mid-Market,Premium,53,10,$546.08,15,0,26,n/a,2026-10-15,0,
ACC-10499,Mid-Market,Premium,47,12,520.17,71,1,4,n/a,2026-07-23,0,
ACC-10500,SMB,Enterprise,26,6,1551.62,37,1,19,3,Mar 2026,1,price
ACC-10501,SMB,Basic,15,19,70.04,25,0,0,7,10-Mar-2026,1,missing feature
ACC-10502,SMB,enterprise,64,4,1161.85,36,8,26,3,Jun 2026,0,
ACC-10503,Mid-Market,Standard,33,11,$202.80,28,7,2,5,18-Jan-2027,1,price
ACC-10504,Mid-Market,Standard,1,7,197.99,52,0,55,7,2027-06-08,0,
ACC-10505,SMB,Basic,28,5,56.14,16,4,16,5,09/24/2026,1,switched vendor
ACC-10506,Enterprise,premium,17,7,545.60,22,4,2,8,04/12/2027,0,
ACC-10507,SMB,Standard,12,11,200.08,48,4,23,7,13-Jun-2026,0,
ACC-10508,Enterprise ,Enterprise,25,3,1117.49,82,4,14,7,04/30/2027,0,
ACC-10509,Mid-Market,Standard,16,25,214.18,-,2,1,5,2026-02-28,0,
ACC-10510,Enterprise,Basic,20,39,$94.21, ,0,17,null,Mar 2026,0,
ACC-10511, Mid-Market,Standard,13,9,$178.91,14,1,24,9,06/21/2027,0,
ACC-10512,SMB,STANDARD,26,18,237.83,37,2,50,6,03/01/2027,1,budget cut
ACC-10513,Mid-Market,Enterprise,20,3,1147.10,1,5,32,6,May 2027,1,missing feature
ACC-10514,Enterprise,Enterprise,33,10,1767.86,80,2,7,-,2026-05-12,0,
ACC-10515,SMB,Basic,28,6,$51.12,7,0,15,5,22-Feb-2026,0,
ACC-10516,SMB,Enterprise,29,7,"$1,245.87",56,0,15,10,02/08/2026,0,
ACC-10517,Mid-Market,Standard,41,13,226.95,84,9,6,6,02/12/2027,0,
ACC-10518,SMB,Standard,41,25,$221.22,40,1,56,9,10/20/2026,1,missing feature
ACC-10519,SMB,Standard,15,19,$251.91,,0,5,10,11-Jun-2026,0,
ACC-10520,Mid-Market,Basic,34,12,67.02,17,0,28,9,2026-12-08,1,price
ACC-10521,SMB,Basic,52,21,79.91,18,2,4,5,Apr 2026,0,
ACC-10522,SMB,Enterprise,30,13,"$1,644.95",62,2,5,9,2026-10-08,0,
ACC-10523,Mid-Market,Enterprise,5,4,"$1,516.28",13,0,23,4,2026-09-25,0,
ACC-10524,Mid-Market, Standard,28,35,294.90,53,0,24,6,Dec 2026,0,
ACC-10525,smb,Premium,41,17,573.93,54,0,0,,15-Jan-2026,0,
ACC-10526,SMB,Standard,8,16,$216.25,59,0,36,10,2026-10-04,0,
ACC-10527,SMB,Premium,20,7,473.90,55,1,4,8,2026-04-10,0,
ACC-10528,SMB,Standard,17,13,192.95,,6,63,,May 2026,1,
ACC-10529,SMB,Basic,1,17,$63.41,16,3,28,9,23-Jan-2026,1,switched vendor
ACC-10530,Mid-Market,premium,15,18,$520.27,47,0,5,7,2026-02-09,0,
ACC-10531,SMB,Standard,13,12,$226.49, ,0,4,7,Nov 2026,0,
ACC-10532,SMB,Premium,43,6,413.37,30,1,5,7,2026-10-12,0,
ACC-10533,SMB,Basic,44,24,68.97,22,3,11,-,2026-09-30,0,
ACC-10534,Enterprise ,Standard,13,9,$168.50,18,2,19,8,2027-05-10,0,
ACC-10535,SMB, Standard,1,7,$170.29,47,0,3,10,Feb 2027,0,
ACC-10536,Mid-Market,Premium,24,17,521.30,n/a,4,3,7,21-Mar-2026,0,
ACC-10537,Enterprise,Basic,9,5,$62.54,13,2,13,8,11-Oct-2026,0,
ACC-10538,Enterprise,Standard,21,1,151.90,28,3,11, ,Nov 2026,0,
ACC-10539,Mid-Market,Enterprise,3,1,1433.87,41,0,15, ,2026-04-02,1,switched vendor
ACC-10540,SMB,Standard,1,4,170.72,0,1,24,4,2026-12-28,1,missing feature
ACC-10541,Mid-Market,Standard,41,8,-,45,2,19,8,06-Jan-2027,1,switched vendor
ACC-10542,SMB,Basic,31,32,80.69,26,1,9,9,10/03/2026,0,
ACC-10543,Mid-Market,Premium,10,5,475.70,43,0,17,4,2027-01-12,0,
ACC-10544,Mid-Market,Premium,20,17,$601.33,32,0,20,5,Jun 2027,0,
ACC-10545,SMB,Premium,25,5,393.07,30,1,7,7,Mar 2026,0,
ACC-10546,Mid-Market,Premium,10,2,$454.27,77,0,43,9,09-Jun-2026,0,
ACC-10547,SMB,Basic,17,10,70.12,0,4,26,N/A,05/29/2026,1,budget cut
ACC-10548,SMB,basic,24,9,$70.12,20,4,11,7,01-Apr-2027,1,budget cut
ACC-10549,SMB,Premium,23,24,597.88,5,0,9,5,2026-05-29,0,
ACC-10550,SMB,Enterprise,25,11,"$1,686.57",38,2,0,8,05/03/2027,0,
ACC-10551,Mid-Market,Enterprise,32,55,2449.71,41,4,63,-,23-Jun-2026,1,price
ACC-10552,SMB,Premium,22,16,$556.06,40,0,12,6,Mar 2027,0,
ACC-10553,Mid-Market,Basic,14,61,137.88,8,1,28,4,03/03/2026,1,price
ACC-10554,SMB,Enterprise,36,4,1277.21,22,0,14,5,2026-04-24,1,price
ACC-10555,SMB,Standard,24,4,189.60,51,1,7,10,06/10/2026,0,
ACC-10556,Mid-Market,Standard,38,8,$182.97,20,0,28,7,2027-04-26,0,
ACC-10557,Enterprise,Premium,44,3,478.60,26,4,4,7,2027-04-11,0,
ACC-10558,SMB,Standard,13,8,186.15,59,2,0,10,2027-02-02,0,
ACC-10559,MID-MARKET,Premium,33,18,$604.47,44,4,55,6,Jul 2026,1,switched vendor
ACC-10560,SMB,Basic,16,4,50.88,n/a,0,36,N/A,Apr 2026,1,switched vendor
ACC-10561,SMB,Basic,26,7,50.52,19,2,46,2,21-May-2026,1,switched vendor
ACC-10562,Mid-Market,Standard,41,6,190.10,26,1,9,5,01/05/2026,0,
ACC-10563,SMB,BASIC,35,12,$72.83,22,4,5,10,17-Feb-2026,0,
ACC-10564,SMB,Standard,17,39,283.04,58,0,23,5,Feb 2026,0,
ACC-10565,Enterprise,basic,8,14,59.99,5,1,18,5,24-Nov-2026,1,price
ACC-10566,Enterprise,Standard,43,7,194.24,35,4,7,6,2027-06-12,0,
ACC-10567, SMB,standard,41,2,$168.78,35,3,0,6,2027-02-24,0,
ACC-10568,SMB,Standard,16,19,220.71,41,3,26,8,Mar 2027,0,
ACC-10569,SMB,Standard,51,13,234.31,36,1,65,6,07-Feb-2026,0,
ACC-10570,Enterprise,Premium,13,20,579.62,62,22,3,5,2026-10-23,1,price
ACC-10571,SMB,Standard,7,1,167.01,0,3,36,8,06/05/2026,1,switched vendor
ACC-10572,SMB,Basic,18,16,77.01,18,1,4,7,2026-07-26,0,
ACC-10573,SMB,enterprise,18,31,2466.08,35,0,30,9,09/02/2026,0,
ACC-10574,Enterprise,Basic,9,11,67.91,6,2,0,1,Feb 2027,0,
ACC-10575,Mid-Market,Basic,16,10,$62.02,29,0,5,6,12-Jul-2026,0,
ACC-10576,SMB,Basic,45,5,60.36,16,0,2,4,Feb 2027,0,
ACC-10577,SMB,Basic,29,15,65.67,15,0,22,6,2027-05-07,1,budget cut
ACC-10578,SMB,standard,17,10,181.21,55,0,1,10,2026-04-27,0,
ACC-10579, SMB,Premium,48,5,443.16,39,0,5,null,Feb 2026,0,
ACC-10580,Mid-Market,Basic,43,21,86.33,7,0,10,10,2027-05-17,0,
ACC-10581,Mid-Market,Standard,24,8,$203.86,25,2,80,10,2026-12-17,1,switched vendor
ACC-10582,SMB, Basic,30,2,61.00,8,2,64,4,02/23/2027,1,missing feature
ACC-10583,Mid-Market,Basic,38,15,$74.24,15,0,2,-,Aug 2026,0,
ACC-10584,SMB,Basic,8,15,$62.61,14,0,18,3,07-Sep-2026,1,missing feature
ACC-10585,SMB,Enterprise,22,44,"$2,495.41",70,0,55,5,10/31/2026,0,
ACC-10586,SMB , Standard,1,12,171.75,null,2,14,9,Nov 2026,0,
ACC-10587,SMB,Premium,24,15,642.49,0,0,15,8,28-Jun-2026,0,
ACC-10588,Enterprise,Enterprise,10,1,1228.29,42,0,10,3,Nov 2026,0,
ACC-10589,SMB,Premium,60,13,534.11,n/a,6,18,8,02-Apr-2027,0,
ACC-10590,SMB,Standard,37,9,212.20,66,0,12,null,Jan 2027,0,
ACC-10591,Mid-Market,Standard,26,18,256.47,52,4,14,7,2026-04-07,0,
ACC-10592,SMB,Premium,1,36,772.83,61,1,4,7,03/02/2027,0,
ACC-10593,SMB,Standard,23,15,213.91,25,0,23,10,12/18/2026,1,switched vendor
ACC-10594,SMB,Basic,1,3,59.50,30,11,6,4,2027-02-26,1,price
ACC-10595,Enterprise,Enterprise,12,18,1849.53,71,0,0,n/a,Mar 2027,0,
ACC-10596,SMB,Basic,9,23,73.30,16,1,6,6,27-Nov-2026,0,
ACC-10597,SMB,Standard,25,7,$167.48,23,6,47, ,21-Dec-2026,1,
ACC-10598,SMB,Standard,32,3,$164.71,39,1,47,,Jul 2026,0,
ACC-10599,Mid-Market,Standard,46,29,307.87,45,5,18,null,2026-11-07,1,
ACC-10600,Mid-Market,Enterprise ,56,18,2067.84,46,1,3,null,Jun 2026,0,
ACC-10601,Enterprise,Premium,55,9,577.92,67,1,9,7,20-Nov-2026,0,
ACC-10602,SMB,Enterprise,45,57,3086.79,0,0,3,7,03/05/2026,0,
ACC-10603,SMB,Premium,40,12,546.16,15,0,20,5,2026-06-12,0,
ACC-10604,SMB,Premium,9,9,$470.45,13,1,26,3,2026-11-26,1,switched vendor
ACC-10605,Mid-Market,Basic,61,6,49.52,13,0,7,6,02/11/2027,0,
ACC-10606,SMB,Premium,35,7,$494.95,67,1,18,5,03/31/2026,0,
ACC-10607,Mid-Market,Basic,1,4,$49.51,1,0,6,N/A,2027-01-06,0,
ACC-10608,SMB,Enterprise,17,10,1634.30,63,0,10,7,Feb 2026,0,
ACC-10609,Enterprise,Basic,24,52,null,22,1,2,10,Feb 2026,0,
ACC-10610,SMB,STANDARD,29,21,201.08,38,6,4, ,03/26/2027,1,price
ACC-10611,SMB,Basic,1,3,$50.20,14,1,34,10,2026-08-03,1,budget cut
ACC-10612,SMB,basic,27,9,$52.85,15,3,43,null,Mar 2027,1,switched vendor
ACC-10613,Mid-Market,Enterprise,28,4,n/a,33,2,6,-,28-Oct-2026,1,price
ACC-10614,SMB,Basic,6,10,53.92,27,0,8,7,11-Jun-2027,0,
ACC-10615,SMB,Standard,48,19,236.07,35,2,0,6,2027-01-21,0,
ACC-10616,Mid-Market,Standard,11,11,223.48,48,0,50,8,16-Jan-2026,0,
ACC-10617,SMB,Basic,30,3,48.02,34,0,5,8,2027-05-23,0,
ACC-10618,SMB,Premium,50,7,484.35,48,5,14,,Sep 2026,0,
ACC-10619,SMB,Standard,43,8,185.81,43,2,24,8,07-Nov-2026,0,
ACC-10620,Enterprise,Standard,23,9,$162.01,35,0,43,7,02/24/2027,0,
ACC-10621,Enterprise,Basic,48,17,63.82,2,4,1,9,09-Jan-2026,0,
ACC-10622,Mid-Market,Premium,33,5,467.73, ,0,4,10,05/09/2026,0,
ACC-10623,SMB,PREMIUM,36,32,$641.52,58,3,30,6,07/14/2026,0,
ACC-10624,SMB,Standard,8,8,195.12,19,1,3,9,03/06/2026,0,
ACC-10625,SMB,Enterprise,22,23,2116.64,17,0,12,10,23-May-2027,0,
ACC-10626,Mid-Market,Standard,23,17,244.31,50,0,19,10,05/18/2027,0,
ACC-10627,SMB,Basic,1,8,63.60,0,5,27,7,May 2026,1,
